/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
R-WU-Cannon-DMG4	"Cannon Damage Mk4"
R-WU-Cannon-DMG5	"Cannon Damage Mk5"
R-WU-Cannon-DMG6	"Cannon Damage Mk6"
R-WU-Cannon-DMG7	"Cannon Damage Mk7"
R-WU-Cannon-ACC1	"Cannon Accuracy Mk1"
R-WU-Cannon-ACC2	"Cannon Accuracy Mk2"
R-WU-Cannon-ACC3	"Cannon Accuracy Mk3"
R-WU-Cannon-ACC4	"Cannon Accuracy Mk4"
R-WU-Cannon-ACC5	"Cannon Accuracy Mk5"
R-WU-Cannon-Cyb-SPE1	"Cyborg Cannon Special Mk1"
R-WU-Cannon-Cyb-SPE2	"Cyborg Cannon Special Mk2"
R-WU-Cannon-Struc-SPE1	"Structure Cannon Special Mk1"
R-WU-Cannon-Struc-SPE2	"Structure Cannon Special Mk2"
R-WU-BombHeavy-ROF1	"Heavy Bomb Rate of Fire Mk1"
R-WU-BombHeavy-ROF2	"Heavy Bomb Rate of Fire Mk2"
R-WU-BombHeavy-ROF3	"Heavy Bomb Rate of Fire Mk3"
R-WU-BombHeavy-ROF4	"Heavy Bomb Rate of Fire Mk4"
R-WU-BombHeavy-ROF5	"Heavy Bomb Rate of Fire Mk5"
R-WU-BombHeavy-DMG1	"Heavy Bomb Damage Mk1"
R-WU-BombHeavy-DMG2	"Heavy Bomb Damage Mk2"
R-WU-BombHeavy-DMG3	"Heavy Bomb Damage Mk3"
R-WU-BombHeavy-DMG4	"Heavy Bomb Damage Mk4"
R-WU-BombHeavy-DMG5	"Heavy Bomb Damage Mk5"
R-WU-BombHeavy-DMG6	"Heavy Bomb Damage Mk6"
R-WU-BombHeavy-DMG7	"Heavy Bomb Damage Mk7"
R-WU-BombHeavy-ACC1	"Heavy Bomb Accuracy Mk1"
R-WU-BombHeavy-ACC2	"Heavy Bomb Accuracy Mk2"
R-WU-BombHeavy-ACC3	"Heavy Bomb Accuracy Mk3"
R-WU-BombHeavy-ACC4	"Heavy Bomb Accuracy Mk4"
R-WU-BombHeavy-ACC5	"Heavy Bomb Accuracy Mk5"
R-WU-BombHeavy-SPE1	"Heavy Bomb Special Mk1"
R-WU-BombHeavy-SPE2	"Heavy Bomb Special Mk2"
R-WU-Railgun-ROF1	"Railgun Rate of Fire Mk1"
R-WU-Railgun-ROF2	"Railgun Rate of Fire Mk2"
R-WU-Railgun-ROF3	"Railgun Rate of Fire Mk3"
R-WU-Railgun-ROF4	"Railgun Rate of Fire Mk4"
R-WU-Railgun-ROF5	"Railgun Rate of Fire Mk5"
R-WU-Railgun-DMG1	"Railgun Damage Mk1"
R-WU-Railgun-DMG2	"Railgun Damage Mk2"
R-WU-Railgun-DMG3	"Railgun Damage Mk3"
R-WU-Railgun-DMG4	"Railgun Damage Mk4"
R-WU-Railgun-DMG5	"Railgun Damage Mk5"
R-WU-Railgun-DMG6	"Railgun Damage Mk6"
R-WU-Railgun-DMG7	"Railgun Damage Mk7"
R-WU-Railgun-ACC1	"Railgun Accuracy Mk1"
R-WU-Railgun-ACC2	"Railgun Accuracy Mk2"
R-WU-Railgun-ACC3	"Railgun Accuracy Mk3"
R-WU-Railgun-ACC4	"Railgun Accuracy Mk4"
R-WU-Railgun-ACC5	"Railgun Accuracy Mk5"
R-WU-Railgun-SPE1	"Railgun Special Mk1"
R-WU-AACyclone-ROF1	"Cyclone AA Rate of Fire Mk1"
R-WU-AACyclone-ROF2	"Cyclone AA Rate of Fire Mk2"
R-WU-AACyclone-ROF3	"Cyclone AA Rate of Fire Mk3"
R-WU-AACyclone-ROF4	"Cyclone AA Rate of Fire Mk4"
R-WU-AACyclone-ROF5	"Cyclone AA Rate of Fire Mk5"
R-WU-AACyclone-DMG1	"Cyclone AA Damage Mk1"
R-WU-AACyclone-DMG2	"Cyclone AA Damage Mk2"
R-WU-AACyclone-DMG3	"Cyclone AA Damage Mk3"
R-WU-AACyclone-DMG4	"Cyclone AA Damage Mk4"
R-WU-AACyclone-DMG5	"Cyclone AA Damage Mk5"
R-WU-AACyclone-DMG6	"Cyclone AA Damage Mk6"
R-WU-AACyclone-DMG7	"Cyclone AA Damage Mk7"
R-WU-AACyclone-ACC1	"Cyclone AA Accuracy Mk1"
R-WU-AACyclone-ACC2	"Cyclone AA Accuracy Mk2"
R-WU-AACyclone-ACC3	"Cyclone AA Accuracy Mk3"
R-WU-AACyclone-ACC4	"Cyclone AA Accuracy Mk4"
R-WU-AACyclone-ACC5	"Cyclone AA Accuracy Mk5"
R-WU-AACyclone-SPE1	"Cyclone AA Special Mk1"
R-WU-AACyclone-SPE2	"Cyclone AA Special Mk2"
R-WU-ScourgeMissile-ROF1	"Scourge Missile Rate of Fire Mk1"
R-WU-ScourgeMissile-ROF2	"Scourge Missile Rate of Fire Mk2"
R-WU-ScourgeMissile-ROF3	"Scourge Missile Rate of Fire Mk3"
R-WU-ScourgeMissile-ROF4	"Scourge Missile Rate of Fire Mk4"
R-WU-ScourgeMissile-ROF5	"Scourge Missile Rate of Fire Mk5"
R-WU-ScourgeMissile-ACC1	"Scourge Missile Accuracy Mk1"
R-WU-ScourgeMissile-ACC2	"Scourge Missile Accuracy Mk2"
R-WU-ScourgeMissile-ACC3	"Scourge Missile Accuracy Mk3"
R-WU-ScourgeMissile-ACC4	"Scourge Missile Accuracy Mk4"
R-WU-ScourgeMissile-ACC5	"Scourge Missile Accuracy Mk5"
R-WU-ScourgeMissile-ACC6	"Scourge Missile Accuracy Mk6"
R-WU-ScourgeMissile-ACC7	"Scourge Missile Accuracy Mk7"
R-WU-ScourgeMissile-DMG1	"Scourge Missile Damage Mk1"
R-WU-ScourgeMissile-DMG2	"Scourge Missile Damage Mk2"
R-WU-ScourgeMissile-DMG3	"Scourge Missile Damage Mk3"
R-WU-ScourgeMissile-DMG4	"Scourge Missile Damage Mk4"
R-WU-ScourgeMissile-DMG5	"Scourge Missile Damage Mk5"
R-WU-ScourgeMissile-SPE1	"Scourge Missile Special Mk1"
R-WU-ScourgeMissile-SPE2	"Scourge Missile Special Mk2"
R-WU-Lancer-ROF1	"Lancer Rate of Fire Mk1"
R-WU-Lancer-ROF2	"Lancer Rate of Fire Mk2"
R-WU-Lancer-ROF3	"Lancer Rate of Fire Mk3"
R-WU-Lancer-ROF4	"Lancer Rate of Fire Mk4"
R-WU-Lancer-ROF5	"Lancer Rate of Fire Mk5"
R-WU-Lancer-ACC1	"Lancer Accuracy Mk1"
R-WU-Lancer-ACC2	"Lancer Accuracy Mk2"
R-WU-Lancer-ACC3	"Lancer Accuracy Mk3"
R-WU-Lancer-ACC4	"Lancer Accuracy Mk4"
R-WU-Lancer-ACC5	"Lancer Accuracy Mk5"
R-WU-Lancer-ACC6	"Lancer Accuracy Mk6"
R-WU-Lancer-ACC7	"Lancer Accuracy Mk7"
R-WU-Lancer-DMG1	"Lancer Damage Mk1"
R-WU-Lancer-DMG2	"Lancer Damage Mk2"
R-WU-Lancer-DMG3	"Lancer Damage Mk3"
R-WU-Lancer-DMG4	"Lancer Damage Mk4"
R-WU-Lancer-DMG5	"Lancer Damage Mk5"
R-WU-Lancer-SPE1	"Lancer Special Mk1"
R-WU-AAAvengerSAM-ROF1	"Avenger SAM Rate of Fire Mk1"
R-WU-AAAvengerSAM-ROF2	"Avenger SAM Rate of Fire Mk2"
R-WU-AAAvengerSAM-ROF3	"Avenger SAM Rate of Fire Mk3"
R-WU-AAAvengerSAM-ROF4	"Avenger SAM Rate of Fire Mk4"
R-WU-AAAvengerSAM-ROF5	"Avenger SAM Rate of Fire Mk5"
R-WU-AAAvengerSAM-ACC1	"Avenger SAM Accuracy Mk1"
R-WU-AAAvengerSAM-ACC2	"Avenger SAM Accuracy Mk2"
R-WU-AAAvengerSAM-ACC3	"Avenger SAM Accuracy Mk3"
R-WU-AAAvengerSAM-ACC4	"Avenger SAM Accuracy Mk4"
R-WU-AAAvengerSAM-ACC5	"Avenger SAM Accuracy Mk5"
R-WU-AAAvengerSAM-ACC6	"Avenger SAM Accuracy Mk6"
R-WU-AAAvengerSAM-ACC7	"Avenger SAM Accuracy Mk7"
R-WU-AAAvengerSAM-DMG1	"Avenger SAM Damage Mk1"
R-WU-AAAvengerSAM-DMG2	"Avenger SAM Damage Mk2"
R-WU-AAAvengerSAM-DMG3	"Avenger SAM Damage Mk3"
R-WU-AAAvengerSAM-DMG4	"Avenger SAM Damage Mk4"
R-WU-AAAvengerSAM-DMG5	"Avenger SAM Damage Mk5"
R-WU-AAAvengerSAM-SPE1	"Avenger SAM Special Mk1"
R-WU-Howitzer-ROF1	"Howitzer Rate of Fire Mk1"
R-WU-Howitzer-ROF2	"Howitzer Rate of Fire Mk2"
R-WU-Howitzer-ROF3	"Howitzer Rate of Fire Mk3"
R-WU-Howitzer-ROF4	"Howitzer Rate of Fire Mk4"
R-WU-Howitzer-ROF5	"Howitzer Rate of Fire Mk5"
R-WU-Howitzer-DMG1	"Howitzer Damage Mk1"
R-WU-Howitzer-DMG2	"Howitzer Damage Mk2"
R-WU-Howitzer-DMG3	"Howitzer Damage Mk3"
R-WU-Howitzer-DMG4	"Howitzer Damage Mk4"
R-WU-Howitzer-DMG5	"Howitzer Damage Mk5"
R-WU-Howitzer-DMG6	"Howitzer Damage Mk6"
R-WU-Howitzer-DMG7	"Howitzer Damage Mk7"
R-WU-Howitzer-ACC1	"Howitzer Accuracy Mk1"
R-WU-Howitzer-ACC2	"Howitzer Accuracy Mk2"
R-WU-Howitzer-ACC3	"Howitzer Accuracy Mk3"
R-WU-Howitzer-ACC4	"Howitzer Accuracy Mk4"
R-WU-Howitzer-ACC5	"Howitzer Accuracy Mk5"
R-WU-Howitzer-SPE1	"Howitzer Special Mk1"
R-WU-Howitzer-SPE2	"Howitzer Special Mk2"
R-WU-RocketBattery-ROF1	"Rocket Battery Rate of Fire Mk1"
R-WU-RocketBattery-ROF2	"Rocket Battery Rate of Fire Mk2"
R-WU-RocketBattery-ROF3	"Rocket Battery Rate of Fire Mk3"
R-WU-RocketBattery-ROF4	"Rocket Battery Rate of Fire Mk4"
R-WU-RocketBattery-ROF5	"Rocket Battery Rate of Fire Mk5"
R-WU-RocketBattery-ACC1	"Rocket Battery Accuracy Mk1"
R-WU-RocketBattery-ACC2	"Rocket Battery Accuracy Mk2"
R-WU-RocketBattery-ACC3	"Rocket Battery Accuracy Mk3"
R-WU-RocketBattery-ACC4	"Rocket Battery Accuracy Mk4"
R-WU-RocketBattery-ACC5	"Rocket Battery Accuracy Mk5"
R-WU-RocketBattery-ACC6	"Rocket Battery Accuracy Mk6"
R-WU-RocketBattery-ACC7	"Rocket Battery Accuracy Mk7"
R-WU-RocketBattery-DMG1	"Rocket Battery Damage Mk1"
R-WU-RocketBattery-DMG2	"Rocket Battery Damage Mk2"
R-WU-RocketBattery-DMG3	"Rocket Battery Damage Mk3"
R-WU-RocketBattery-DMG4	"Rocket Battery Damage Mk4"
R-WU-RocketBattery-DMG5	"Rocket Battery Damage Mk5"
R-WU-RocketBattery-SPE1	"Rocket Battery Special Mk1"
R-WU-RocketBattery-SPE2	"Rocket Battery Special Mk2"
R-WU-HowitzerIncendiary-ROF1	"Incendiary Howitzer Rate of Fire Mk1"
R-WU-HowitzerIncendiary-ROF2	"Incendiary Howitzer Rate of Fire Mk2"
R-WU-HowitzerIncendiary-ROF3	"Incendiary Howitzer Rate of Fire Mk3"
R-WU-HowitzerIncendiary-ROF4	"Incendiary Howitzer Rate of Fire Mk4"
R-WU-HowitzerIncendiary-ROF5	"Incendiary Howitzer Rate of Fire Mk5"
R-WU-HowitzerIncendiary-DMG1	"Incendiary Howitzer Damage Mk1"
R-WU-HowitzerIncendiary-DMG2	"Incendiary Howitzer Damage Mk2"
R-WU-HowitzerIncendiary-DMG3	"Incendiary Howitzer Damage Mk3"
R-WU-HowitzerIncendiary-DMG4	"Incendiary Howitzer Damage Mk4"
R-WU-HowitzerIncendiary-DMG5	"Incendiary Howitzer Damage Mk5"
R-WU-HowitzerIncendiary-DMG6	"Incendiary Howitzer Damage Mk6"
R-WU-HowitzerIncendiary-DMG7	"Incendiary Howitzer Damage Mk7"
R-WU-HowitzerIncendiary-ACC1	"Incendiary Howitzer Accuracy Mk1"
R-WU-HowitzerIncendiary-ACC2	"Incendiary Howitzer Accuracy Mk2"
R-WU-HowitzerIncendiary-ACC3	"Incendiary Howitzer Accuracy Mk3"
R-WU-HowitzerIncendiary-ACC4	"Incendiary Howitzer Accuracy Mk4"
R-WU-HowitzerIncendiary-ACC5	"Incendiary Howitzer Accuracy Mk5"
R-WU-HowitzerIncendiary-SPE1	"Incendiary Howitzer Special Mk1"
R-WU-HowitzerIncendiary-SPE2	"Incendiary Howitzer Special Mk2"
R-WU-Flamethrower-ROF1	"Flamethrower Rate of Fire Mk1"
R-WU-Flamethrower-ROF2	"Flamethrower Rate of Fire Mk2"
R-WU-Flamethrower-ROF3	"Flamethrower Rate of Fire Mk3"
R-WU-Flamethrower-ROF4	"Flamethrower Rate of Fire Mk4"
R-WU-Flamethrower-ROF5	"Flamethrower Rate of Fire Mk5"
R-WU-Flamethrower-DMG1	"Flamethrower Damage Mk1"
R-WU-Flamethrower-DMG2	"Flamethrower Damage Mk2"
R-WU-Flamethrower-DMG3	"Flamethrower Damage Mk3"
R-WU-Flamethrower-DMG4	"Flamethrower Damage Mk4"
R-WU-Flamethrower-DMG5	"Flamethrower Damage Mk5"
R-WU-Flamethrower-DMG6	"Flamethrower Damage Mk6"
R-WU-Flamethrower-DMG7	"Flamethrower Damage Mk7"
R-WU-Flamethrower-ACC1	"Flamethrower Accuracy Mk1"
R-WU-Flamethrower-ACC2	"Flamethrower Accuracy Mk2"
R-WU-Flamethrower-ACC3	"Flamethrower Accuracy Mk3"
R-WU-Flamethrower-ACC4	"Flamethrower Accuracy Mk4"
R-WU-Flamethrower-ACC5	"Flamethrower Accuracy Mk5"
R-WU-Flamethrower-SPE1	"Flamethrower Special Mk1"
R-WU-Flamethrower-SPE2	"Flamethrower Special Mk2"
R-WU-BombThermite-ROF1	"Thermite Bomb Rate of Fire Mk1"
R-WU-BombThermite-ROF2	"Thermite Bomb Rate of Fire Mk2"
R-WU-BombThermite-ROF3	"Thermite Bomb Rate of Fire Mk3"
R-WU-BombThermite-ROF4	"Thermite Bomb Rate of Fire Mk4"
R-WU-BombThermite-ROF5	"Thermite Bomb Rate of Fire Mk5"
R-WU-BombThermite-DMG1	"Thermite Bomb Damage Mk1"
R-WU-BombThermite-DMG2	"Thermite Bomb Damage Mk2"
R-WU-BombThermite-DMG3	"Thermite Bomb Damage Mk3"
R-WU-BombThermite-DMG4	"Thermite Bomb Damage Mk4"
R-WU-BombThermite-DMG5	"Thermite Bomb Damage Mk5"
R-WU-BombThermite-DMG6	"Thermite Bomb Damage Mk6"
R-WU-BombThermite-DMG7	"Thermite Bomb Damage Mk7"
R-WU-BombThermite-ACC1	"Thermite Bomb Accuracy Mk1"
R-WU-BombThermite-ACC2	"Thermite Bomb Accuracy Mk2"
R-WU-BombThermite-ACC3	"Thermite Bomb Accuracy Mk3"
R-WU-BombThermite-ACC4	"Thermite Bomb Accuracy Mk4"
R-WU-BombThermite-ACC5	"Thermite Bomb Accuracy Mk5"
R-WU-BombThermite-SPE1	"Thermite Bomb Special Mk1"
R-WU-BombThermite-SPE2	"Thermite Bomb Special Mk2"
R-WU-Laser-ROF1	"Laser Rate of Fire Mk1"
R-WU-Laser-ROF2	"Laser Rate of Fire Mk2"
R-WU-Laser-ROF3	"Laser Rate of Fire Mk3"
R-WU-Laser-ROF4	"Laser Rate of Fire Mk4"
R-WU-Laser-ROF5	"Laser Rate of Fire Mk5"
R-WU-Laser-DMG1	"Laser Damage Mk1"
R-WU-Laser-DMG2	"Laser Damage Mk2"
R-WU-Laser-DMG3	"Laser Damage Mk3"
R-WU-Laser-DMG4	"Laser Damage Mk4"
R-WU-Laser-DMG5	"Laser Damage Mk5"
R-WU-Laser-DMG6	"Laser Damage Mk6"
R-WU-Laser-DMG7	"Laser Damage Mk7"
R-WU-Laser-ACC1	"Laser Accuracy Mk1"
R-WU-Laser-ACC2	"Laser Accuracy Mk2"
R-WU-Laser-ACC3	"Laser Accuracy Mk3"
R-WU-Laser-ACC4	"Laser Accuracy Mk4"
R-WU-Laser-ACC5	"Laser Accuracy Mk5"
R-WU-Laser-SPE1	"Laser Special Mk1"
R-WU-AAStormbringer-ROF1	"Stormbringer AA Rate of Fire Mk1"
R-WU-AAStormbringer-ROF2	"Stormbringer AA Rate of Fire Mk2"
R-WU-AAStormbringer-ROF3	"Stormbringer AA Rate of Fire Mk3"
R-WU-AAStormbringer-ROF4	"Stormbringer AA Rate of Fire Mk4"
R-WU-AAStormbringer-ROF5	"Stormbringer AA Rate of Fire Mk5"
R-WU-AAStormbringer-DMG1	"Stormbringer AA Damage Mk1"
R-WU-AAStormbringer-DMG2	"Stormbringer AA Damage Mk2"
R-WU-AAStormbringer-DMG3	"Stormbringer AA Damage Mk3"
R-WU-AAStormbringer-DMG4	"Stormbringer AA Damage Mk4"
R-WU-AAStormbringer-DMG5	"Stormbringer AA Damage Mk5"
R-WU-AAStormbringer-DMG6	"Stormbringer AA Damage Mk6"
R-WU-AAStormbringer-DMG7	"Stormbringer AA Damage Mk7"
R-WU-AAStormbringer-ACC1	"Stormbringer AA Accuracy Mk1"
R-WU-AAStormbringer-ACC2	"Stormbringer AA Accuracy Mk2"
R-WU-AAStormbringer-ACC3	"Stormbringer AA Accuracy Mk3"
R-WU-AAStormbringer-ACC4	"Stormbringer AA Accuracy Mk4"
R-WU-AAStormbringer-ACC5	"AStormbringer AA ccuracy Mk5"
R-WU-AAStormbringer-SPE1	"Stormbringer AA Special Mk1"
R-WU-GrenadeLauncher-ROF1	"Grenade Launcher Rate of Fire Mk1"
R-WU-GrenadeLauncher-ROF2	"Grenade Launcher Rate of Fire Mk2"
R-WU-GrenadeLauncher-ROF3	"Grenade Launcher Rate of Fire Mk3"
R-WU-GrenadeLauncher-ROF4	"Grenade Launcher Rate of Fire Mk4"
R-WU-GrenadeLauncher-ROF5	"Grenade Launcher Rate of Fire Mk5"
R-WU-GrenadeLauncher-DMG1	"Grenade Launcher Damage Mk1"
R-WU-GrenadeLauncher-DMG2	"Grenade Launcher Damage Mk2"
R-WU-GrenadeLauncher-DMG3	"Grenade Launcher Damage Mk3"
R-WU-GrenadeLauncher-DMG4	"Grenade Launcher Damage Mk4"
R-WU-GrenadeLauncher-DMG5	"Grenade Launcher Damage Mk5"
R-WU-GrenadeLauncher-DMG6	"Grenade Launcher Damage Mk6"
R-WU-GrenadeLauncher-DMG7	"Grenade Launcher Damage Mk7"
R-WU-GrenadeLauncher-ACC1	"Grenade Launcher Accuracy Mk1"
R-WU-GrenadeLauncher-ACC2	"Grenade Launcher Accuracy Mk2"
R-WU-GrenadeLauncher-ACC3	"Grenade Launcher Accuracy Mk3"
R-WU-GrenadeLauncher-ACC4	"Grenade Launcher Accuracy Mk4"
R-WU-GrenadeLauncher-ACC5	"Grenade Launcher Accuracy Mk5"
R-WU-GrenadeLauncher-SPE1	"Grenade Launcher Special Mk1"
R-WU-GrenadeLauncher-SPE2	"Grenade Launcher Special Mk2"
R-WU-BombCluster-ROF1	"Cluster Bomb Rate of Fire Mk1"
R-WU-BombCluster-ROF2	"Cluster Bomb Rate of Fire Mk2"
R-WU-BombCluster-ROF3	"Cluster Bomb Rate of Fire Mk3"
R-WU-BombCluster-ROF4	"Cluster Bomb Rate of Fire Mk4"
R-WU-BombCluster-ROF5	"Cluster Bomb Rate of Fire Mk5"
R-WU-BombCluster-DMG1	"Cluster Bomb Damage Mk1"
R-WU-BombCluster-DMG2	"Cluster Bomb Damage Mk2"
R-WU-BombCluster-DMG3	"Cluster Bomb Damage Mk3"
R-WU-BombCluster-DMG4	"Cluster Bomb Damage Mk4"
R-WU-BombCluster-DMG5	"Cluster Bomb Damage Mk5"
R-WU-BombCluster-DMG6	"Cluster Bomb Damage Mk6"
R-WU-BombCluster-DMG7	"Cluster Bomb Damage Mk7"
R-WU-BombCluster-ACC1	"Cluster Bomb Accuracy Mk1"
R-WU-BombCluster-ACC2	"Cluster Bomb Accuracy Mk2"
R-WU-BombCluster-ACC3	"Cluster Bomb Accuracy Mk3"
R-WU-BombCluster-ACC4	"Cluster Bomb Accuracy Mk4"
R-WU-BombCluster-ACC5	"Cluster Bomb Accuracy Mk5"
R-WU-BombCluster-SPE1	"Cluster Bomb Special Mk1"
R-WU-BombCluster-SPE2	"Cluster Bomb Special Mk2"
R-B-HiTherm	"Scorpion"
R-B-HiKin	"Panther"
R-B-HiSpeed	"Retribution"
R-BU-Engine1	"Engine Upgrade Mk1"
R-BU-Engine2	"Engine Upgrade Mk2"
R-BU-Engine3	"Engine Upgrade Mk3"
R-BU-Engine4	"Engine Upgrade Mk4"
R-BU-Engine5	"Engine Upgrade Mk5"
R-BU-BodyPoints1	"Body Points Upgrade Mk1"
R-BU-BodyPoints2	"Body Points Upgrade Mk2"
R-BU-BodyPoints3	"Body Points Upgrade Mk3"
R-BU-BodyPoints4	"Body Points Upgrade Mk4"
R-BU-BodyPoints5	"Body Points Upgrade Mk5"
R-BU-KineticArmour1	"Kinetic Armour Upgrade Mk1"
R-BU-KineticArmour2	"Kinetic Armour Upgrade Mk2"
R-BU-KineticArmour3	"Kinetic Armour Upgrade Mk3"
R-BU-KineticArmour4	"Kinetic Armour Upgrade Mk4"
R-BU-KineticArmour5	"Kinetic Armour Upgrade Mk5"
R-BU-ThermalArmour1	"Thermal Armour Upgrade Mk1"
R-BU-ThermalArmour2	"Thermal Armour Upgrade Mk2"
R-BU-ThermalArmour3	"Thermal Armour Upgrade Mk3"
R-BU-ThermalArmour4	"Thermal Armour Upgrade Mk4"
R-BU-ThermalArmour5	"Thermal Armour Upgrade Mk5"
R-U-CyborgTransport	"Cyborg Transport"
R-P-Hover	"Hover"
R-P-VTOL	"VTOL"
R-Res1	"Research Speed Upgrade Mk1"
R-Res2	"Research Speed Upgrade Mk2"
R-Res3	"Research Speed Upgrade Mk3"
R-Res4	"Research Speed Upgrade Mk4"
R-Res5	"Research Speed Upgrade Mk5"
R-NRG1	"Power Generator Upgrade Mk1"
R-NRG2	"Power Generator Upgrade Mk2"
R-NRG3	"Power Generator Upgrade Mk3"
R-NRG4	"Power Generator Upgrade Mk4"
R-NRG5	"Power Generator Upgrade Mk5"
R-NRG6	"Power Generator Upgrade Mk6"
R-NRG7	"Power Generator Upgrade Mk7"
R-NRG8	"Power Generator Upgrade Mk8"
R-NRG9	"Power Generator Upgrade Mk9"
R-NRG10	"Power Generator Upgrade Mk10"
R-StU-BodyPoints1	"Body Points Upgrade Mk1"
R-StU-BodyPoints2	"Body Points Upgrade Mk2"
R-StU-BodyPoints3	"Body Points Upgrade Mk3"
R-StU-BodyPoints4	"Body Points Upgrade Mk4"
R-StU-BodyPoints5	"Body Points Upgrade Mk5"
R-StU-Armours1	"Armour Upgrade Mk1"
R-StU-Armours2	"Armour Upgrade Mk2"
R-StU-Armours3	"Armour Upgrade Mk3"
R-StU-Armours4	"Armour Upgrade Mk4"
R-StU-Armours5	"Armour Upgrade Mk5"
R-DfU-BodyPoints1	"Body Points Upgrade Mk1"
R-DfU-BodyPoints2	"Body Points Upgrade Mk2"
R-DfU-BodyPoints3	"Body Points Upgrade Mk3"
R-DfU-BodyPoints4	"Body Points Upgrade Mk4"
R-DfU-BodyPoints5	"Body Points Upgrade Mk5"
R-DfU-Armours1	"Armour Upgrade Mk1"
R-DfU-Armours2	"Armour Upgrade Mk2"
R-DfU-Armours3	"Armour Upgrade Mk3"
R-DfU-Armours4	"Armour Upgrade Mk4"
R-DfU-Armours5	"Armour Upgrade Mk5"
R-RpU1	"Repair Speed Upgrade Mk1"
R-RpU2	"Repair Speed Upgrade Mk2"
R-RpU3	"Repair Speed Upgrade Mk3"
R-RAU1	"Rearming Speed Upgrade Mk1"
R-RAU2	"Rearming Speed Upgrade Mk2"
R-RAU3	"Rearming Speed Upgrade Mk3"
R-Commander	"Command Turret"
R-St-RepairFacility	"Repair Facility"
R-Def-Hardpoint	"Hardpoint"
R-Def-Bunker	"Bunker"
R-Def-Site	"Site"
R-Def-Wall	"Wall"
R-SensorSurveillance	"Surveillance Sensor"
R-SensorArtillery	"Artillery Sensor"
R-SensorCB	"CB Sensor"
R-SensorVTOL	"VTOL Sensor"
R-Repair	"Repair"

R-HACK-Bunker-Machinegun	"Machinegun Bunker (HACK)"
R-HACK-Hardpoint-Machinegun	"Machinegun Hardpoint (HACK)"
R-HACK-Site-AAHurricane	"Hurricane AA Site (HACK)"
R-HACK-Bunker-Cannon	"Cannon Bunker (HACK)"
R-HACK-Hardpoint-Cannon	"Cannon Hardpoint (HACK)"
R-HACK-Site-AACyclone	"Cyclone AA Site (HACK)"
R-HACK-Site-AAAvengerSAM	"Avenger SAM Site (HACK)"
R-HACK-Site-AAStormbringer	"Stormbringer AA Site (HACK)"
R-HACK-Bunker-GrenadeLauncher	"Grenade Launcher Pit (HACK)"

R-HACK-Bunker-Machinegun2	"Machinegun Bunker (HACK)"
R-HACK-Hardpoint-Machinegun2	"Machinegun Hardpoint (HACK)"
R-HACK-Site-AAHurricane2	"Hurricane AA Site (HACK)"
R-HACK-Bunker-Cannon2	"Cannon Bunker (HACK)"
R-HACK-Hardpoint-Cannon2	"Cannon Hardpoint (HACK)"
R-HACK-Site-AACyclone2	"Cyclone AA Site (HACK)"
R-HACK-Site-AAAvengerSAM2	"Avenger SAM Site (HACK)"
R-HACK-Site-AAStormbringer2	"Stormbringer AA Site (HACK)"
R-HACK-Bunker-GrenadeLauncher2	"Grenade Launcher Pit (HACK)"

R-HACK-Bunker-Machinegun3	"Machinegun Bunker (HACK)"
R-HACK-Hardpoint-Machinegun3	"Machinegun Hardpoint (HACK)"
R-HACK-Site-AAHurricane3	"Hurricane AA Site (HACK)"
R-HACK-Bunker-Cannon3	"Cannon Bunker (HACK)"
R-HACK-Hardpoint-Cannon3	"Cannon Hardpoint (HACK)"
R-HACK-Site-AACyclone3	"Cyclone AA Site (HACK)"
R-HACK-Site-AAAvengerSAM3	"Avenger SAM Site (HACK)"
R-HACK-Site-AAStormbringer3	"Stormbringer AA Site (HACK)"
R-HACK-Bunker-GrenadeLauncher3	"Grenade Launcher Pit (HACK)"

R-HACK-Autorepair	"Autorepair (HACK, YOU SHOULD NOT SEE THIS)"


